class_id,teacher_id,subject,room_id,day,slot,confidence
G6-G05,T494,geography,A-CR-031,Sun,5,0.5
G6-G05,T494,geography,A-CR-022,Mon,5,0.5
G6-G05,T018,pe,A-PG-03,Mon,3,0.5
G6-B06,T480,math,B-CR-054,Thu,8,0.5
G6-B06,T137,math,B-CR-061,Wed,3,0.5
G6-B06,T137,math,B-CR-053,Thu,3,0.5
G6-B06,T137,math,B-CR-066,Sun,8,0.5
G6-B06,T137,math,B-CR-064,Mon,8,0.5
G6-B06,T137,math,B-CR-064,Tue,8,0.5
G6-B06,T137,math,B-CR-058,Wed,8,0.5
G6-B06,T137,math,B-CR-055,Thu,8,0.5
G6-B06,T236,math,B-CR-063,Tue,3,0.5
G6-B06,T407,arabic,B-CR-061,Sun,7,0.5
G6-B06,T407,arabic,B-CR-065,Mon,7,0.5
G6-B06,T407,arabic,B-CR-065,Wed,7,0.5
G6-B06,T407,arabic,B-CR-067,Thu,7,0.5
G6-B06,T418,arabic,B-CR-062,Sun,7,0.5
G6-B07,T380,math,B-CR-064,Tue,3,0.5
G6-B07,T380,math,B-CR-062,Wed,3,0.5
G6-B07,T380,math,B-CR-054,Thu,3,0.5
G6-B07,T380,math,B-CR-067,Sun,8,0.5
G6-B07,T380,math,B-CR-065,Mon,8,0.5
G6-B07,T380,math,B-CR-065,Tue,8,0.5
G6-B07,T380,math,B-CR-059,Wed,8,0.5
G6-B07,T380,math,B-CR-056,Thu,8,0.5
G6-B07,T227,math,B-CR-068,Sun,8,0.5
G6-B07,T422,arabic,B-CR-063,Sun,7,0.5
G6-B07,T422,arabic,B-CR-066,Mon,7,0.5
G6-B07,T422,arabic,B-CR-062,Tue,7,0.5
G6-B07,T422,arabic,B-CR-066,Wed,7,0.5
G6-B07,T422,arabic,B-CR-068,Thu,7,0.5
G6-B08,T236,math,B-CR-063,Wed,3,0.5
G6-B08,T236,math,B-CR-055,Thu,3,0.5
G6-B08,T236,math,B-CR-069,Sun,8,0.5
G6-B08,T236,math,B-CR-066,Mon,8,0.5
G6-B08,T236,math,B-CR-066,Tue,8,0.5
G6-B08,T236,math,B-CR-060,Wed,8,0.5
G6-B08,T236,math,B-CR-057,Thu,8,0.5
G6-B08,T306,math,B-CR-064,Wed,3,0.5
G6-B08,T306,math,B-CR-056,Thu,3,0.5
G6-B08,T432,arabic,B-CR-064,Sun,7,0.5
G6-B08,T432,arabic,B-CR-067,Mon,7,0.5
G6-B08,T432,arabic,B-CR-063,Tue,7,0.5
G6-B08,T432,arabic,B-CR-067,Wed,7,0.5
G6-B08,T432,arabic,B-CR-069,Thu,7,0.5
G6-B09,T227,math,B-CR-067,Tue,8,0.5
G6-B09,T227,math,B-CR-061,Wed,8,0.5
G6-B09,T227,math,B-CR-058,Thu,8,0.5
G6-B09,T055,math,B-CR-067,Mon,8,0.5
G6-B09,T055,math,B-CR-068,Tue,8,0.5
G6-B09,T055,math,B-CR-059,Thu,8,0.5
G6-B09,T306,math,B-CR-070,Sun,8,0.5
G6-B09,T306,math,B-CR-068,Mon,8,0.5
G6-B09,T306,math,B-CR-069,Tue,8,0.5
G6-B09,T453,arabic,B-CR-065,Sun,7,0.5
G6-B09,T453,arabic,B-CR-068,Mon,7,0.5
G6-B09,T453,arabic,B-CR-064,Tue,7,0.5
G6-B09,T453,arabic,B-CR-068,Wed,7,0.5
G6-B09,T453,arabic,B-CR-070,Thu,7,0.5
G6-B10,T271,math,B-CR-060,Thu,8,0.5
G6-B10,T355,math,B-CR-070,Tue,8,0.5
G6-B10,T355,math,B-CR-062,Wed,8,0.5
G6-B10,T355,math,B-CR-061,Thu,8,0.5
G6-B10,T368,math,B-CR-071,Tue,8,0.5
G6-B10,T368,math,B-CR-063,Wed,8,0.5
G6-B10,T368,math,B-CR-062,Thu,8,0.5
G6-B10,T423,math,B-CR-072,Tue,8,0.5
G6-B10,T423,math,B-CR-064,Wed,8,0.5
G6-B10,T464,arabic,B-CR-066,Sun,7,0.5
G6-B10,T464,arabic,B-CR-069,Mon,7,0.5
G6-B10,T464,arabic,B-CR-065,Tue,7,0.5
G6-B10,T464,arabic,B-CR-071,Thu,7,0.5
G6-B10,T466,arabic,B-CR-067,Sun,7,0.5
G6-G06,T209,math,B-CR-065,Wed,3,0.5
G6-G06,T209,math,B-CR-057,Thu,3,0.5
G6-G06,T209,math,B-CR-069,Mon,8,0.5
G6-G06,T209,math,B-CR-073,Tue,8,0.5
G6-G06,T209,math,B-CR-065,Wed,8,0.5
G6-G06,T209,math,B-CR-063,Thu,8,0.5
G6-G06,T213,math,B-CR-068,Mon,3,0.5
G6-G06,T213,math,B-CR-065,Tue,3,0.5
G6-G06,T213,math,B-CR-066,Wed,3,0.5
G6-G06,T340,arabic,B-CR-068,Sun,7,0.5
G6-G06,T340,arabic,B-CR-070,Mon,7,0.5
G6-G06,T340,arabic,B-CR-066,Tue,7,0.5
G6-G06,T340,arabic,B-CR-069,Wed,7,0.5
G6-G06,T340,arabic,B-CR-072,Thu,7,0.5
G6-G07,T215,math,B-CR-069,Mon,3,0.5
G6-G07,T215,math,B-CR-066,Tue,3,0.5
G6-G07,T215,math,B-CR-058,Thu,3,0.5
G6-G07,T215,math,B-CR-070,Mon,8,0.5
G6-G07,T215,math,B-CR-074,Tue,8,0.5
G6-G07,T215,math,B-CR-066,Wed,8,0.5
G6-G07,T215,math,B-CR-064,Thu,8,0.5
G6-G07,T223,math,B-CR-073,Sun,3,0.5
G6-G07,T223,math,B-CR-070,Mon,3,0.5
G6-G07,T362,arabic,B-CR-071,Mon,7,0.5
G6-G07,T362,arabic,B-CR-067,Tue,7,0.5
G6-G07,T362,arabic,B-CR-073,Thu,7,0.5
G6-G07,T373,arabic,B-CR-069,Sun,7,0.5
G6-G07,T373,arabic,B-CR-072,Mon,7,0.5
G6-G08,T244,math,B-CR-074,Sun,3,0.5
G6-G08,T244,math,B-CR-071,Mon,3,0.5
G6-G08,T244,math,B-CR-067,Tue,3,0.5
G6-G08,T244,math,B-CR-067,Wed,3,0.5
G6-G08,T244,math,B-CR-059,Thu,3,0.5
G6-G08,T244,math,B-CR-071,Sun,8,0.5
G6-G08,T244,math,B-CR-071,Mon,8,0.5
G6-G08,T244,math,B-CR-075,Tue,8,0.5
G6-G08,T244,math,B-CR-067,Wed,8,0.5
G6-G08,T375,arabic,B-CR-070,Sun,7,0.5
G6-G08,T375,arabic,B-CR-073,Mon,7,0.5
G6-G08,T375,arabic,B-CR-074,Thu,7,0.5
G6-G08,T376,arabic,B-CR-071,Sun,7,0.5
G6-G08,T376,arabic,B-CR-068,Tue,7,0.5
G6-G09,T246,math,B-CR-072,Mon,3,0.5
G6-G09,T246,math,B-CR-068,Tue,3,0.5
G6-G09,T246,math,B-CR-068,Wed,3,0.5
G6-G09,T246,math,B-CR-060,Thu,3,0.5
G6-G09,T246,math,B-CR-072,Sun,8,0.5
G6-G09,T246,math,B-CR-072,Mon,8,0.5
G6-G09,T246,math,B-CR-076,Tue,8,0.5
G6-G09,T246,math,B-CR-065,Thu,8,0.5
G6-G09,T251,math,B-CR-069,Tue,3,0.5
G6-G09,T381,arabic,B-CR-072,Sun,7,0.5
G6-G09,T381,arabic,B-CR-074,Mon,7,0.5
G6-G09,T381,arabic,B-CR-070,Wed,7,0.5
G6-G09,T381,arabic,B-CR-075,Thu,7,0.5
G6-G09,T383,arabic,B-CR-073,Sun,7,0.5
G6-G10,T252,math,B-CR-073,Sun,8,0.5
G6-G10,T252,math,B-CR-073,Mon,8,0.5
G6-G10,T252,math,B-CR-077,Tue,8,0.5
G6-G10,T252,math,B-CR-068,Wed,8,0.5
G6-G10,T253,math,B-CR-069,Wed,3,0.5
G6-G10,T253,math,B-CR-061,Thu,3,0.5
G6-G10,T253,math,B-CR-074,Sun,8,0.5
G6-G10,T253,math,B-CR-074,Mon,8,0.5
G6-G10,T253,math,B-CR-078,Tue,8,0.5
G6-G10,T393,arabic,B-CR-075,Mon,7,0.5
G6-G10,T393,arabic,B-CR-069,Tue,7,0.5
G6-G10,T393,arabic,B-CR-071,Wed,7,0.5
G6-G10,T393,arabic,B-CR-076,Thu,7,0.5
G6-G10,T394,arabic,B-CR-074,Sun,7,0.5
G5-B01,T458,math,A-CR-015,Mon,1,0.5
G5-B01,T458,math,A-CR-013,Tue,1,0.5
G5-B01,T458,math,A-CR-016,Wed,1,0.5
G5-B01,T458,math,A-CR-008,Sun,2,0.5
G5-B01,T458,math,A-CR-010,Mon,2,0.5
G5-B01,T458,math,A-CR-013,Wed,2,0.5
G5-B01,T458,math,A-CR-010,Sun,6,0.5
G5-B01,T496,math,A-CR-016,Mon,1,0.5
G5-B01,T496,math,A-CR-014,Tue,1,0.5
G5-B01,T470,arabic,A-CR-016,Sun,1,0.5
G5-B01,T470,arabic,A-CR-017,Mon,1,0.5
G5-B01,T470,arabic,A-CR-015,Tue,1,0.5
G5-B01,T470,arabic,A-CR-005,Wed,6,0.5
G5-B01,T470,arabic,A-CR-002,Sun,7,0.5
G5-B01,T414,islamic,A-CR-032,Sun,5,0.5
G5-B01,T414,islamic,A-CR-023,Mon,5,0.5
G5-B01,T414,islamic,A-CR-018,Tue,5,0.5
G5-B01,T416,islamic,A-CR-033,Sun,5,0.5
G5-B01,T005,library,A-LIB-01,Sun,1,0.5
G5-B01,T021,computer,A-CR-034,Sun,5,0.5
G5-B01,T082,social,A-CR-024,Mon,5,0.5
G5-B01,T222,history,A-CR-035,Sun,5,0.5
G5-B01,T222,history,A-CR-020,Wed,5,0.5
G5-B01,T237,geography,A-CR-036,Sun,5,0.5
G5-B01,T237,geography,A-CR-021,Wed,5,0.5
G5-B01,T015,pe,A-PG-01,Tue,4,0.5
G5-B02,T154,math,A-CR-017,Sun,1,0.5
G5-B02,T154,math,A-CR-018,Mon,1,0.5
G5-B02,T154,math,A-CR-016,Tue,1,0.5
G5-B02,T154,math,A-CR-017,Wed,1,0.5
G5-B02,T154,math,A-CR-015,Thu,1,0.5
G5-B02,T154,math,A-CR-009,Sun,2,0.5
G5-B02,T154,math,A-CR-011,Mon,2,0.5
G5-B02,T154,math,A-CR-014,Wed,2,0.5
G5-B02,T154,math,A-CR-005,Thu,2,0.5
G5-B02,T483,arabic,A-CR-018,Sun,1,0.5
G5-B02,T483,arabic,A-CR-017,Tue,1,0.5
G5-B02,T483,arabic,A-CR-018,Wed,1,0.5
G5-B02,T483,arabic,A-CR-016,Thu,1,0.5
G5-B02,T483,arabic,A-CR-006,Wed,6,0.5
G5-B02,T434,islamic,A-CR-037,Sun,5,0.5
G5-B02,T434,islamic,A-CR-025,Mon,5,0.5
G5-B02,T434,islamic,A-CR-019,Tue,5,0.5
G5-B02,T447,islamic,A-CR-026,Mon,5,0.5
G5-B02,T013,library,A-LIB-01,Tue,1,0.5
G5-B02,T029,computer,A-CR-020,Tue,5,0.5
G5-B02,T083,social,A-CR-027,Mon,5,0.5
G5-B02,T250,history,A-CR-038,Sun,5,0.5
G5-B02,T250,history,A-CR-011,Sun,6,0.5
G5-B02,T254,geography,A-CR-039,Sun,5,0.5
G5-B02,T254,geography,A-CR-009,Thu,5,0.5
G5-B02,T017,pe,A-PG-01,Sun,4,0.5
G5-B03,T467,math,A-CR-019,Mon,1,0.5
G5-B03,T467,math,A-CR-018,Tue,1,0.5
G5-B03,T467,math,A-CR-019,Wed,1,0.5
G5-B03,T467,math,A-CR-010,Sun,2,0.5
G5-B03,T467,math,A-CR-012,Mon,2,0.5
G5-B03,T467,math,A-CR-012,Tue,2,0.5
G5-B03,T467,math,A-CR-015,Wed,2,0.5
G5-B03,T467,math,A-CR-012,Sun,6,0.5
G5-B03,T475,math,A-CR-019,Sun,1,0.5
G5-B03,T486,arabic,A-CR-020,Sun,1,0.5
G5-B03,T486,arabic,A-CR-020,Mon,1,0.5
G5-B03,T486,arabic,A-CR-019,Tue,1,0.5
G5-B03,T486,arabic,A-CR-020,Wed,1,0.5
G5-B03,T486,arabic,A-CR-007,Wed,6,0.5
G5-B03,T487,islamic,A-CR-040,Sun,5,0.5
G5-B03,T487,islamic,A-CR-028,Mon,5,0.5
G5-B03,T487,islamic,A-CR-021,Tue,5,0.5
G5-B03,T487,islamic,A-CR-022,Wed,5,0.5
G5-B03,T001,library,A-LIB-01,Mon,1,0.5
G5-B03,T029,computer,A-CR-010,Thu,5,0.5
G5-B03,T095,social,A-CR-029,Mon,5,0.5
G5-B03,T265,history,A-CR-041,Sun,5,0.5
G5-B03,T265,history,A-CR-023,Wed,5,0.5
G5-B03,T276,geography,A-CR-042,Sun,5,0.5
G5-B03,T276,geography,A-CR-011,Thu,5,0.5
G5-B03,T003,pe,A-PG-02,Tue,3,0.5
G5-B04,T480,math,A-CR-021,Sun,1,0.5
G5-B04,T480,math,A-CR-021,Mon,1,0.5
G5-B04,T480,math,A-CR-020,Tue,1,0.5
G5-B04,T480,math,A-CR-011,Sun,2,0.5
G5-B04,T480,math,A-CR-013,Mon,2,0.5
G5-B04,T480,math,A-CR-013,Tue,2,0.5
G5-B04,T480,math,A-CR-016,Wed,2,0.5
G5-B04,T480,math,A-CR-006,Thu,2,0.5
G5-B04,T480,math,A-CR-013,Sun,6,0.5
G5-B04,T488,arabic,A-CR-022,Sun,1,0.5
G5-B04,T488,arabic,A-CR-022,Mon,1,0.5
G5-B04,T488,arabic,A-CR-021,Wed,1,0.5
G5-B04,T488,arabic,A-CR-014,Sun,6,0.5
G5-B04,T488,arabic,A-CR-002,Mon,7,0.5
G5-B04,T075,islamic,A-CR-030,Mon,5,0.5
G5-B04,T075,islamic,A-CR-022,Tue,5,0.5
G5-B04,T075,islamic,A-CR-024,Wed,5,0.5
G5-B04,T075,islamic,A-CR-012,Thu,5,0.5
G5-B04,T013,library,A-LIB-01,Wed,1,0.5
G5-B04,T023,computer,A-CR-043,Sun,5,0.5
G5-B04,T133,social,A-CR-031,Mon,5,0.5
G5-B04,T279,history,A-CR-044,Sun,5,0.5
G5-B04,T279,history,A-CR-015,Sun,6,0.5
G5-B04,T281,geography,A-CR-032,Mon,5,0.5
G5-B04,T281,geography,A-CR-013,Thu,5,0.5
G5-B04,T005,pe,A-PG-02,Wed,3,0.5
G5-B05,T475,math,A-CR-023,Mon,1,0.5
G5-B05,T475,math,A-CR-021,Tue,1,0.5
G5-B05,T475,math,A-CR-022,Wed,1,0.5
G5-B05,T475,math,A-CR-012,Sun,2,0.5
G5-B05,T475,math,A-CR-014,Mon,2,0.5
G5-B05,T475,math,A-CR-014,Tue,2,0.5
G5-B05,T475,math,A-CR-017,Wed,2,0.5
G5-B05,T475,math,A-CR-016,Sun,6,0.5
G5-B05,T475,math,A-CR-011,Mon,6,0.5
G5-B05,T158,arabic,A-CR-023,Sun,1,0.5
G5-B05,T158,arabic,A-CR-022,Tue,1,0.5
G5-B05,T158,arabic,A-CR-023,Wed,1,0.5
G5-B05,T158,arabic,A-CR-017,Thu,1,0.5
G5-B05,T158,arabic,A-CR-017,Sun,6,0.5
G5-B05,T198,islamic,A-CR-014,Thu,5,0.5
G5-B05,T233,islamic,A-CR-015,Thu,5,0.5
G5-B05,T241,islamic,A-CR-045,Sun,5,0.5
G5-B05,T241,islamic,A-CR-023,Tue,5,0.5
G5-B05,T207,social,A-CR-033,Mon,5,0.5
G5-B05,T290,history,A-CR-046,Sun,5,0.5
G5-B05,T290,history,A-CR-034,Mon,5,0.5
G5-B05,T295,geography,A-CR-047,Sun,5,0.5
G5-B05,T295,geography,A-CR-035,Mon,5,0.5
G5-B05,T015,pe,A-PG-02,Wed,4,0.5
G5-G01,T353,math,A-CR-024,Sun,1,0.5
G5-G01,T353,math,A-CR-024,Mon,1,0.5
G5-G01,T353,math,A-CR-023,Tue,1,0.5
G5-G01,T353,math,A-CR-024,Wed,1,0.5
G5-G01,T353,math,A-CR-018,Thu,1,0.5
G5-G01,T353,math,A-CR-013,Sun,2,0.5
G5-G01,T353,math,A-CR-015,Mon,2,0.5
G5-G01,T353,math,A-CR-018,Wed,2,0.5
G5-G01,T353,math,A-CR-007,Thu,2,0.5
G5-G01,T404,arabic,A-CR-025,Sun,1,0.5
G5-G01,T404,arabic,A-CR-024,Tue,1,0.5
G5-G01,T404,arabic,A-CR-025,Wed,1,0.5
G5-G01,T404,arabic,A-CR-019,Thu,1,0.5
G5-G01,T404,arabic,A-CR-005,Thu,6,0.5
G5-G01,T352,islamic,A-CR-048,Sun,5,0.5
G5-G01,T352,islamic,A-CR-036,Mon,5,0.5
G5-G01,T364,islamic,A-CR-049,Sun,5,0.5
G5-G01,T364,islamic,A-CR-037,Mon,5,0.5
G5-G01,T002,library,A-LIB-01,Thu,1,0.5
G5-G01,T026,computer,A-CR-050,Sun,5,0.5
G5-G01,T048,social,A-CR-038,Mon,5,0.5
G5-G01,T498,history,A-CR-051,Sun,5,0.5
G5-G01,T498,history,A-CR-039,Mon,5,0.5
G5-G01,T500,geography,A-CR-052,Sun,5,0.5
G5-G01,T500,geography,A-CR-040,Mon,5,0.5
G5-G01,T004,pe,A-PG-01,Mon,4,0.5
G5-G02,T356,math,A-CR-026,Sun,1,0.5
G5-G02,T356,math,A-CR-025,Tue,1,0.5
G5-G02,T356,math,A-CR-026,Wed,1,0.5
G5-G02,T356,math,A-CR-020,Thu,1,0.5
G5-G02,T356,math,A-CR-016,Mon,2,0.5
G5-G02,T356,math,A-CR-015,Tue,2,0.5
G5-G02,T356,math,A-CR-019,Wed,2,0.5
G5-G02,T356,math,A-CR-018,Sun,6,0.5
G5-G02,T356,math,A-CR-008,Wed,6,0.5
G5-G02,T406,arabic,A-CR-021,Thu,1,0.5
G5-G02,T406,arabic,A-CR-019,Sun,6,0.5
G5-G02,T406,arabic,A-CR-012,Mon,6,0.5
G5-G02,T406,arabic,A-CR-010,Tue,6,0.5
G5-G02,T406,arabic,A-CR-009,Wed,6,0.5
G5-G02,T410,islamic,A-CR-053,Sun,5,0.5
G5-G02,T410,islamic,A-CR-041,Mon,5,0.5
G5-G02,T410,islamic,A-CR-024,Tue,5,0.5
G5-G02,T410,islamic,A-CR-025,Wed,5,0.5
G5-G02,T090,social,A-CR-042,Mon,5,0.5
G5-G02,T052,history,A-CR-026,Wed,5,0.5
G5-G02,T052,history,A-CR-016,Thu,5,0.5
G5-G02,T060,geography,A-CR-025,Tue,5,0.5
G5-G02,T060,geography,A-CR-027,Wed,5,0.5
G5-G02,T014,pe,A-PG-01,Thu,4,0.5
G5-G03,T392,math,A-CR-027,Sun,1,0.5
G5-G03,T392,math,A-CR-025,Mon,1,0.5
G5-G03,T392,math,A-CR-026,Tue,1,0.5
G5-G03,T392,math,A-CR-027,Wed,1,0.5
G5-G03,T392,math,A-CR-022,Thu,1,0.5
G5-G03,T392,math,A-CR-014,Sun,2,0.5
G5-G03,T392,math,A-CR-017,Mon,2,0.5
G5-G03,T392,math,A-CR-020,Wed,2,0.5
G5-G03,T392,math,A-CR-008,Thu,2,0.5
G5-G03,T420,arabic,A-CR-026,Mon,1,0.5
G5-G03,T420,arabic,A-CR-013,Mon,6,0.5
G5-G03,T420,arabic,A-CR-011,Tue,6,0.5
G5-G03,T420,arabic,A-CR-006,Thu,6,0.5
G5-G03,T420,arabic,A-CR-003,Sun,7,0.5
G5-G03,T435,islamic,A-CR-054,Sun,5,0.5
G5-G03,T435,islamic,A-CR-043,Mon,5,0.5
G5-G03,T435,islamic,A-CR-026,Tue,5,0.5
G5-G03,T435,islamic,A-CR-028,Wed,5,0.5
G5-G03,T092,social,A-CR-044,Mon,5,0.5
G5-G03,T070,history,A-CR-027,Tue,5,0.5
G5-G03,T070,history,A-CR-017,Thu,5,0.5
G5-G03,T079,geography,A-CR-029,Wed,5,0.5
G5-G03,T079,geography,A-CR-020,Sun,6,0.5
G5-G03,T016,pe,A-PG-03,Tue,3,0.5
G5-G04,T427,math,A-CR-028,Sun,1,0.5
G5-G04,T427,math,A-CR-027,Mon,1,0.5
G5-G04,T427,math,A-CR-027,Tue,1,0.5
G5-G04,T427,math,A-CR-028,Wed,1,0.5
G5-G04,T427,math,A-CR-023,Thu,1,0.5
G5-G04,T427,math,A-CR-015,Sun,2,0.5
G5-G04,T427,math,A-CR-018,Mon,2,0.5
G5-G04,T427,math,A-CR-021,Wed,2,0.5
G5-G04,T427,math,A-CR-009,Thu,2,0.5
G5-G04,T436,arabic,A-CR-029,Sun,1,0.5
G5-G04,T436,arabic,A-CR-028,Mon,1,0.5
G5-G04,T436,arabic,A-CR-028,Tue,1,0.5
G5-G04,T436,arabic,A-CR-029,Wed,1,0.5
G5-G04,T436,arabic,A-CR-010,Wed,6,0.5
G5-G04,T443,islamic,A-CR-055,Sun,5,0.5
G5-G04,T443,islamic,A-CR-028,Tue,5,0.5
G5-G04,T448,islamic,A-CR-056,Sun,5,0.5
G5-G04,T448,islamic,A-CR-029,Tue,5,0.5
G5-G04,T108,social,A-CR-045,Mon,5,0.5
G5-G04,T097,history,A-CR-030,Tue,5,0.5
G5-G04,T097,history,A-CR-030,Wed,5,0.5
G5-G04,T100,geography,A-CR-031,Tue,5,0.5
G5-G04,T100,geography,A-CR-031,Wed,5,0.5
G5-G04,T018,pe,A-PG-02,Sun,4,0.5
G5-G05,T267,math,A-CR-030,Sun,1,0.5
G5-G05,T267,math,A-CR-029,Tue,1,0.5
G5-G05,T267,math,A-CR-019,Mon,2,0.5
G5-G05,T267,math,A-CR-016,Tue,2,0.5
G5-G05,T267,math,A-CR-022,Wed,2,0.5
G5-G05,T267,math,A-CR-012,Tue,6,0.5
G5-G05,T267,math,A-CR-011,Wed,6,0.5
G5-G05,T267,math,A-CR-007,Thu,6,0.5
G5-G05,T267,math,A-CR-002,Sun,8,0.5
G5-G05,T457,arabic,A-CR-031,Sun,1,0.5
G5-G05,T457,arabic,A-CR-029,Mon,1,0.5
G5-G05,T457,arabic,A-CR-030,Tue,1,0.5
G5-G05,T457,arabic,A-CR-030,Wed,1,0.5
G5-G05,T457,arabic,A-CR-021,Sun,6,0.5
G5-G05,T463,islamic,A-CR-057,Sun,5,0.5
G5-G05,T463,islamic,A-CR-046,Mon,5,0.5
G5-G05,T463,islamic,A-CR-032,Tue,5,0.5
G5-G05,T463,islamic,A-CR-032,Wed,5,0.5
G5-G05,T112,social,A-CR-047,Mon,5,0.5
G5-G05,T105,history,A-CR-033,Tue,5,0.5
G5-G05,T105,history,A-CR-033,Wed,5,0.5
G5-G05,T109,geography,A-CR-034,Tue,5,0.5
G5-G05,T109,geography,A-CR-034,Wed,5,0.5
G5-G05,T002,pe,A-PG-03,Wed,3,0.5
G5-B06,T423,math,B-CR-066,Thu,8,0.5
G5-B06,T172,arabic,B-CR-075,Sun,7,0.5
G5-B06,T172,arabic,B-CR-076,Mon,7,0.5
G5-B06,T172,arabic,B-CR-072,Wed,7,0.5
G5-B06,T172,arabic,B-CR-077,Thu,7,0.5
G5-B06,T248,arabic,B-CR-077,Mon,7,0.5
G5-B07,T256,arabic,B-CR-076,Sun,7,0.5
G5-B07,T256,arabic,B-CR-073,Wed,7,0.5
G5-B07,T256,arabic,B-CR-078,Thu,7,0.5
G5-B07,T269,arabic,B-CR-077,Sun,7,0.5
G5-B07,T269,arabic,B-CR-078,Mon,7,0.5
G5-B08,T273,arabic,B-CR-078,Sun,7,0.5
G5-B08,T273,arabic,B-CR-079,Mon,7,0.5
G5-B08,T273,arabic,B-CR-070,Tue,7,0.5
G5-B08,T273,arabic,B-CR-074,Wed,7,0.5
G5-B08,T273,arabic,B-CR-079,Thu,7,0.5
G5-B09,T282,arabic,B-CR-079,Sun,7,0.5
G5-B09,T282,arabic,B-CR-080,Mon,7,0.5
G5-B09,T282,arabic,B-CR-071,Tue,7,0.5
G5-B09,T282,arabic,B-CR-075,Wed,7,0.5
G5-B09,T282,arabic,B-CR-080,Thu,7,0.5
G5-B10,T291,arabic,B-CR-080,Sun,7,0.5
G5-B10,T291,arabic,B-CR-072,Tue,7,0.5
G5-B10,T292,arabic,B-CR-073,Tue,7,0.5
G5-B10,T292,arabic,B-CR-076,Wed,7,0.5
G5-B10,T294,arabic,B-CR-074,Tue,7,0.5
G5-G06,T278,math,B-CR-075,Sun,8,0.5
G5-G06,T278,math,B-CR-075,Mon,8,0.5
G5-G06,T278,math,B-CR-079,Tue,8,0.5
G5-G06,T278,math,B-CR-069,Wed,8,0.5
G5-G06,T278,math,B-CR-067,Thu,8,0.5
G5-G06,T285,math,B-CR-076,Mon,8,0.5
G5-G06,T285,math,B-CR-080,Tue,8,0.5
G5-G06,T285,math,B-CR-070,Wed,8,0.5
G5-G06,T285,math,B-CR-068,Thu,8,0.5
G5-G06,T040,arabic,B-CR-075,Tue,7,0.5
G5-G06,T040,arabic,B-CR-077,Wed,7,0.5
G5-G06,T065,arabic,B-CR-076,Tue,7,0.5
G5-G06,T065,arabic,B-CR-078,Wed,7,0.5
G5-G06,T078,arabic,B-CR-079,Wed,7,0.5
G5-G07,T303,math,B-CR-076,Sun,8,0.5
G5-G07,T303,math,B-CR-077,Mon,8,0.5
G5-G07,T303,math,B-CR-071,Wed,8,0.5
G5-G07,T303,math,B-CR-069,Thu,8,0.5
G5-G07,T311,math,B-CR-077,Sun,8,0.5
G5-G07,T311,math,B-CR-078,Mon,8,0.5
G5-G07,T311,math,B-CR-072,Wed,8,0.5
G5-G07,T311,math,B-CR-070,Thu,8,0.5
G5-G07,T315,math,B-CR-079,Mon,8,0.5
G5-G07,T091,arabic,B-CR-077,Tue,7,0.5
G5-G07,T091,arabic,B-CR-080,Wed,7,0.5
G5-G07,T121,arabic,B-CR-078,Tue,7,0.5
G5-G07,T135,arabic,B-CR-079,Tue,7,0.5
G5-G07,T143,arabic,B-CR-080,Tue,7,0.5
G5-G08,T320,math,B-CR-073,Wed,8,0.5
G5-G08,T320,math,B-CR-071,Thu,8,0.5
G5-G08,T328,math,B-CR-074,Wed,8,0.5
G5-G08,T328,math,B-CR-072,Thu,8,0.5
G5-G08,T411,math,B-CR-073,Thu,8,0.5
G5-G08,T433,math,B-CR-074,Thu,8,0.5
G5-G08,T107,math,B-CR-070,Tue,3,0.5
G5-G08,T107,math,B-CR-070,Wed,3,0.5
G5-G08,T107,math,B-CR-062,Thu,3,0.5
G5-G09,T178,math,B-CR-073,Mon,3,0.5
G5-G09,T178,math,B-CR-071,Tue,3,0.5
G5-G09,T178,math,B-CR-071,Wed,3,0.5
G5-G09,T178,math,B-CR-063,Thu,3,0.5
G5-G09,T178,math,B-CR-078,Sun,8,0.5
G5-G09,T178,math,B-CR-080,Mon,8,0.5
G5-G09,T178,math,B-CR-075,Thu,8,0.5
G5-G09,T251,math,B-CR-064,Thu,3,0.5
G5-G09,T251,math,B-CR-079,Sun,8,0.5
G5-G10,T315,math,B-CR-075,Wed,8,0.5
G5-G10,T315,math,B-CR-076,Thu,8,0.5
G5-G10,T140,math,B-CR-076,Wed,8,0.5
G5-G10,T140,math,B-CR-077,Thu,8,0.5
G5-G10,T223,math,B-CR-072,Tue,3,0.5
G5-G10,T223,math,B-CR-072,Wed,3,0.5
G5-G10,T223,math,B-CR-065,Thu,3,0.5
G5-G10,T223,math,B-CR-080,Sun,8,0.5
G5-G10,T223,math,B-CR-077,Wed,8,0.5
G4-B01,T496,math,A-CR-031,Wed,1,0.5
G4-B01,T496,math,A-CR-024,Thu,1,0.5
G4-B01,T496,math,A-CR-016,Sun,2,0.5
G4-B01,T496,math,A-CR-020,Mon,2,0.5
G4-B01,T496,math,A-CR-023,Wed,2,0.5
G4-B01,T496,math,A-CR-022,Sun,6,0.5
G4-B01,T496,math,A-CR-014,Mon,6,0.5
G4-B01,T496,math,A-CR-013,Tue,6,0.5
G4-B01,T496,math,A-CR-012,Wed,6,0.5
G4-B01,T299,arabic,A-CR-032,Sun,1,0.5
